d,price_usd,nupl
2015-01-10,276.2305321449,-0.1445
2015-01-11,268.755515488,-0.1755
2015-01-12,268.6172320281,-0.1744
2015-01-13,224.1081177674,-0.4015
2015-01-14,175.6376405611,-0.7744
2015-01-15,212.3410113968,-0.4667
2015-01-16,207.595204851,-0.498
2015-01-17,199.8248366452,-0.5546
2015-01-18,211.1325184103,-0.4706
2015-01-19,216.8946949153,-0.4307
2015-01-20,211.9198538866,-0.4627
2015-01-21,227.9042104033,-0.3529
2015-01-22,233.6473828171,-0.3194
2015-01-23,233.1328524255,-0.3217
2015-01-24,249.0821239042,-0.2374
2015-01-25,254.5179412624,-0.2109
2015-01-26,273.952244886,-0.1217
2015-01-27,264.7538045003,-0.1601
2015-01-28,235.7358404442,-0.3013
2015-01-29,233.9573734658,-0.3096
2015-01-30,228.8961899474,-0.3368
2015-01-31,217.3321560491,-0.4052
2015-02-01,227.1113012858,-0.3443
2015-02-02,240.0924199299,-0.271
2015-02-03,227.7756957919,-0.3388
2015-02-04,226.7811341321,-0.3434
2015-02-05,217.0111510812,-0.4019
2015-02-06,222.7249693162,-0.3654
2015-02-07,228.6471274109,-0.3295
2015-02-08,224.0359888954,-0.3563
2015-02-09,220.7684938632,-0.375
2015-02-10,220.8881542957,-0.3734
2015-02-11,219.4958597312,-0.3805
2015-02-12,222.5832279369,-0.3609
2015-02-13,236.5553638223,-0.2804
2015-02-14,257.6276957919,-0.1759
2015-02-15,234.4458030392,-0.2914
2015-02-16,235.0861268264,-0.2873
2015-02-17,243.9057942724,-0.2406
2015-02-18,235.9952323203,-0.2817
2015-02-19,241.8722539451,-0.2478
2015-02-20,245.5307752776,-0.231
2015-02-21,245.59600263,-0.2305
2015-02-22,236.6906683226,-0.276
2015-02-23,239.0660178258,-0.2624
2015-02-24,239.8692621274,-0.2575
2015-02-25,238.2361110462,-0.2644
2015-02-26,237.0444023963,-0.2703
2015-02-27,255.1167744009,-0.1806
2015-02-28,254.9484485681,-0.181
2015-03-01,260.6513308007,-0.1559
2015-03-02,276.3226136762,-0.0908
2015-03-03,282.7059009351,-0.0648
2015-03-04,273.4475365283,-0.1008
2015-03-05,276.2688091759,-0.0889
2015-03-06,273.3181148451,-0.1007
2015-03-07,276.4033573933,-0.0872
2015-03-08,275.3380338983,-0.0899
2015-03-09,290.1300590298,-0.0333
2015-03-10,292.3203831093,-0.0276
2015-03-11,296.6933293396,-0.0131
2015-03-12,295.8003448276,-0.0189
2015-03-13,285.9110263004,-0.0526
2015-03-14,283.6083062537,-0.061
2015-03-15,287.2701420222,-0.0474
2015-03-16,291.3921180596,-0.0322
2015-03-17,285.2483965517,-0.0544
2015-03-18,257.2861601403,-0.167
2015-03-19,262.0929479836,-0.1449
2015-03-20,262.9664921099,-0.1406
2015-03-21,261.1842974869,-0.1481
2015-03-22,268.8994158387,-0.115
2015-03-23,266.7779929866,-0.1234
2015-03-24,246.8350829924,-0.2128
2015-03-25,246.7191367621,-0.2123
2015-03-26,249.532993571,-0.1979
2015-03-27,247.3788983051,-0.2076
2015-03-28,253.2316139684,-0.1794
2015-03-29,242.9676142607,-0.2287
2015-03-30,248.3369345412,-0.2015
2015-03-31,244.7124856809,-0.2187
2015-04-01,247.1858194039,-0.2036
2015-04-02,253.6300704267,-0.1732
2015-04-03,254.833163647,-0.1672
2015-04-04,253.9458486265,-0.1712
2015-04-05,261.1121361777,-0.1391
2015-04-06,256.3673869082,-0.1599
2015-04-07,254.8318980129,-0.1666
2015-04-08,245.8252104033,-0.2087
2015-04-09,243.8606361777,-0.2172
2015-04-10,235.8719006429,-0.2551
2015-04-11,237.4090677966,-0.2466
2015-04-12,237.1410423729,-0.2473
2015-04-13,225.5056358854,-0.3096
2015-04-14,219.7572367037,-0.3425
2015-04-15,223.3139079486,-0.3171
2015-04-16,228.4938153127,-0.2867
2015-04-17,222.7850601987,-0.3188
2015-04-18,223.3980441262,-0.3148
2015-04-19,223.284135301,-0.3152
2015-04-20,224.8949035652,-0.3049
2015-04-21,234.9393565167,-0.2487
2015-04-22,233.822418761,-0.2542
2015-04-23,235.9332936879,-0.2431
2015-04-24,231.4585923437,-0.2665
2015-04-25,226.4459929866,-0.294
2015-04-26,220.5034067797,-0.3281
2015-04-27,227.3259903565,-0.2876
2015-04-28,225.5493687902,-0.2972
2015-04-29,225.6692884278,-0.2961
2015-04-30,236.3279760374,-0.2377
2015-05-01,232.7465827002,-0.2564
2015-05-02,235.5400771479,-0.2413
2015-05-03,240.4642489772,-0.216
2015-05-04,238.9766613092,-0.2234
2015-05-05,236.0233834015,-0.2381
2015-05-06,229.4812193004,-0.2729
2015-05-07,237.1306873174,-0.2315
2015-05-08,244.3834728229,-0.195
2015-05-09,242.7059500292,-0.2032
2015-05-10,240.7314839275,-0.2127
2015-05-11,242.2498372297,-0.2041
2015-05-12,242.2090920514,-0.2038
2015-05-13,236.5502659264,-0.2321
2015-05-14,236.9489167154,-0.2295
2015-05-15,237.4845023378,-0.2264
2015-05-16,235.8121344243,-0.2348
2015-05-17,236.963682934,-0.2287
2015-05-18,232.8838496154,-0.2496
2015-05-19,231.9744468147,-0.254
2015-05-20,234.1903062537,-0.2419
2015-05-21,235.5538217417,-0.2345
2015-05-22,240.3232036821,-0.2097
2015-05-23,238.9632817066,-0.2163
2015-05-24,240.7117583285,-0.2073
2015-05-25,237.0035432496,-0.2255
2015-05-26,236.7962612507,-0.2262
2015-05-27,237.2035964348,-0.2235
2015-05-28,236.9568819404,-0.2241
2015-05-29,236.6465265926,-0.2255
2015-05-30,232.7887700175,-0.2419
2015-05-31,229.4505479252,-0.2592
2015-06-01,223.2827019287,-0.2924
2015-06-02,225.3208009936,-0.2797
2015-06-03,225.2130634132,-0.2795
2015-06-04,223.5400768556,-0.2885
2015-06-05,224.7310718878,-0.2814
2015-06-06,225.1605131502,-0.2787
2015-06-07,223.4116858562,-0.2877
2015-06-08,228.7742913501,-0.2573
2015-06-09,229.3705295149,-0.2539
2015-06-10,228.5884874342,-0.2575
2015-06-11,229.5844117475,-0.2514
2015-06-12,229.8112185102,-0.2501
2015-06-13,233.0153445354,-0.2324
2015-06-14,232.5071087084,-0.2347
2015-06-15,236.7909628872,-0.2123
2015-06-16,251.4326767972,-0.1427
2015-06-17,247.9693176505,-0.1584
2015-06-18,249.0124795441,-0.1533
2015-06-19,244.8034842198,-0.173
2015-06-20,245.5825131502,-0.1693
2015-06-21,244.3002600818,-0.1755
2015-06-22,247.0178924605,-0.1626
2015-06-23,244.1847632963,-0.1758
2015-06-24,240.4515452951,-0.1934
2015-06-25,242.3478576856,-0.1836
2015-06-26,242.96799737,-0.1804
2015-06-27,251.5293267095,-0.1404
2015-06-28,249.0582857978,-0.1517
2015-06-29,256.6502223846,-0.118
2015-06-30,263.854356865,-0.0882
2015-07-01,258.0426475745,-0.1126
2015-07-02,254.747113384,-0.1266
2015-07-03,256.0870428334,-0.1191
2015-07-04,260.509239626,-0.1002
2015-07-05,271.3024582116,-0.0565
2015-07-06,269.1379400935,-0.0652
2015-07-07,266.4699190532,-0.0763
2015-07-08,270.5761428989,-0.0601
2015-07-09,269.6803047925,-0.0627
2015-07-10,285.5587808299,-0.0045
2015-07-11,293.9174538282,0.0236
2015-07-12,311.4818798948,0.0772
2015-07-13,292.6492238457,0.018
2015-07-14,287.7409514904,0.0013
2015-07-15,285.9228854471,-0.0051
2015-07-16,278.5327492694,-0.0313
2015-07-17,280.0647247224,-0.0258
2015-07-18,277.354635301,-0.0355
2015-07-19,275.2819894798,-0.0432
2015-07-20,279.114393045,-0.028
2015-07-21,276.6524126242,-0.0369
2015-07-22,277.7643690824,-0.0327
2015-07-23,276.8116285798,-0.0364
2015-07-24,289.3059763296,0.0079
2015-07-25,289.5076399766,0.0082
2015-07-26,293.314842782,0.0208
2015-07-27,294.4267618352,0.0243
2015-07-28,295.4101252688,0.0274
2015-07-29,289.855836353,0.009
2015-07-30,288.2362606663,0.0037
2015-07-31,284.5973243717,-0.0091
2015-08-01,281.6688462887,-0.0195
2015-08-02,282.423006429,-0.0167
2015-08-03,282.1850523086,-0.0175
2015-08-04,285.2866174752,-0.0061
2015-08-05,282.3388869082,-0.0164
2015-08-06,278.995748685,-0.0285
2015-08-07,279.4887150789,-0.0265
2015-08-08,261.4502755698,-0.0969
2015-08-09,266.3420204559,-0.0716
2015-08-10,264.9288252484,-0.0769
2015-08-11,271.4217361192,-0.0512
2015-08-12,268.143868498,-0.0639
2015-08-13,264.6916279953,-0.0773
2015-08-14,266.3559415546,-0.0703
2015-08-15,261.9368366452,-0.0877
2015-08-16,258.9308173898,-0.0995
2015-08-17,258.0093983051,-0.1029
2015-08-18,217.8858831169,-0.3021
2015-08-19,227.2182518995,-0.2471
2015-08-20,235.5238831093,-0.2019
2015-08-21,232.8006178399,-0.2147
2015-08-22,230.6391732905,-0.2253
2015-08-23,228.6730739334,-0.2357
2015-08-24,211.9559175921,-0.3296
2015-08-25,222.6550394506,-0.2593
2015-08-26,226.1167001753,-0.2374
2015-08-27,224.9398772648,-0.2435
2015-08-28,232.1708082992,-0.2048
2015-08-29,229.8262001753,-0.2166
2015-08-30,229.0195724722,-0.2206
2015-08-31,230.6894661017,-0.2115
2015-09-01,227.9555704267,-0.2255
2015-09-02,229.5021807095,-0.2167
2015-09-03,227.1071215663,-0.2285
2015-09-04,231.1775634132,-0.2067
2015-09-05,235.9030061368,-0.1825
2015-09-06,240.8054722385,-0.1584
2015-09-07,240.6336157218,-0.1593
2015-09-08,244.1749526593,-0.1426
2015-09-09,238.7224631794,-0.1685
2015-09-10,238.7504772063,-0.1674
2015-09-11,240.8450081169,-0.1571
2015-09-12,236.3518321765,-0.1788
2015-09-13,230.5488373174,-0.208
2015-09-14,230.9487939801,-0.2053
2015-09-15,230.3985900058,-0.2078
2015-09-16,229.0432857978,-0.2146
2015-09-17,233.2026978375,-0.1928
2015-09-18,233.1751309176,-0.1928
2015-09-19,232.2415680888,-0.1973
2015-09-20,231.3623237873,-0.2016
2015-09-21,226.7734479836,-0.2257
2015-09-22,230.6263047925,-0.205
2015-09-23,230.1324377557,-0.2064
2015-09-24,234.319868498,-0.1849
2015-09-25,235.5382218001,-0.1786
2015-09-26,234.591814436,-0.1832
2015-09-27,233.2433097604,-0.1898
2015-09-28,240.0172653419,-0.156
2015-09-29,237.3362337814,-0.1689
2015-09-30,236.7398480421,-0.1717
2015-10-01,238.2298138515,-0.164
2015-10-02,237.9370073057,-0.1654
2015-10-03,239.7358977206,-0.1567
2015-10-04,239.5169248977,-0.1577
2015-10-05,240.9612138334,-0.1507
2015-10-06,246.9404982466,-0.123
2015-10-07,243.7344868498,-0.137
2015-10-08,243.0296329632,-0.1397
2015-10-09,244.4488874927,-0.1332
2015-10-10,245.9559243133,-0.1261
2015-10-11,248.5281654004,-0.1144
2015-10-12,246.0936373466,-0.124
2015-10-13,250.4713007013,-0.1047
2015-10-14,253.1423255406,-0.0923
2015-10-15,254.6930150029,-0.0858
2015-10-16,262.7373632379,-0.0531
2015-10-17,271.9309389246,-0.0183
2015-10-18,263.4816773816,-0.0509
2015-10-19,264.3627282291,-0.0474
2015-10-20,270.8322118644,-0.0233
2015-10-21,268.0402177089,-0.034
2015-10-22,275.4149564582,-0.0067
2015-10-23,278.6127780269,0.0043
2015-10-24,283.6111428989,0.0212
2015-10-25,286.0496934541,0.029
2015-10-26,286.7033828171,0.0307
2015-10-27,295.5629137931,0.0586
2015-10-28,304.4420970193,0.0845
2015-10-29,314.8794623027,0.1127
2015-10-30,328.4923211572,0.1464
2015-10-31,314.1195081823,0.1064
2015-11-01,329.8542276447,0.1475
2015-11-02,364.6166279953,0.225
2015-11-03,400.9231052016,0.29
2015-11-04,405.4816814728,0.2928
2015-11-05,384.341222969,0.2512
2015-11-06,372.9754178843,0.2283
2015-11-07,386.5045508475,0.2533
2015-11-08,372.4001297487,0.2253
2015-11-09,380.49564436,0.2403
2015-11-10,337.8305023378,0.1477
2015-11-11,308.9221858562,0.071
2015-11-12,337.5229886032,0.1488
2015-11-13,337.2789582116,0.1476
2015-11-14,333.0471174752,0.1368
2015-11-15,319.9280216248,0.1021
2015-11-16,331.1327250146,0.1324
2015-11-17,335.84978609,0.1432
2015-11-18,335.7445049679,0.1426
2015-11-19,326.2321455289,0.118
2015-11-20,321.940475453,0.1065
2015-11-21,325.9052311514,0.1173
2015-11-22,323.7169661017,0.1111
2015-11-23,323.0125563413,0.1093
2015-11-24,319.9613565272,0.101
2015-11-25,328.9604573349,0.1253
2015-11-26,356.255292519,0.1908
2015-11-27,359.2688243717,0.1966
2015-11-28,356.5673226184,0.1902
2015-11-29,371.7076125073,0.2224
2015-11-30,377.3898398597,0.2325
2015-12-01,362.5323758036,0.2011
2015-12-02,359.2224041496,0.1936
2015-12-03,361.2100680888,0.1978
2015-12-04,363.2416317943,0.2019
2015-12-05,389.362958796,0.2539
2015-12-06,393.3191297487,0.26
2015-12-07,395.3465882525,0.2626
2015-12-08,413.7986604325,0.2937
2015-12-09,417.6326712449,0.2973
2015-12-10,415.7299243133,0.2932
2015-12-11,453.8614801286,0.3497
2015-12-12,435.8557223846,0.3222
2015-12-13,434.4034663939,0.3193
2015-12-14,442.9916896552,0.3304
2015-12-15,464.6178717124,0.3593
2015-12-16,454.1424924021,0.344
2015-12-17,456.2401346113,0.346
2015-12-18,463.1757697253,0.3544
2015-12-19,461.3999079486,0.351
2015-12-20,442.1539900643,0.3227
2015-12-21,437.6401294565,0.3156
2015-12-22,435.2683790181,0.3115
2015-12-23,442.6657270602,0.322
2015-12-24,455.8787130333,0.3406
2015-12-25,455.7188258328,0.3392
2015-12-26,418.2215315605,0.2808
2015-12-27,422.7058945061,0.2884
2015-12-28,421.0528796026,0.2856
2015-12-29,431.3400213326,0.3023
2015-12-30,426.0436469901,0.2935
2015-12-31,429.6771534191,0.2987
2016-01-01,434.678006429,0.3045222222222222
2016-01-02,434.4398772648,0.3035333333333333
2016-01-03,430.1361800117,0.2986
2016-01-04,433.4489710696,0.3017333333333333
2016-01-05,432.66950263,0.302
2016-01-06,430.6778696669,0.2985
2016-01-07,459.2089400935,0.31889999999999996
2016-01-08,454.1344237288,0.3268
2016-01-09,449.8452162478,0.32233333333333336
2016-01-10,448.5802162478,0.3214
2016-01-11,449.0330590298,0.32126666666666664
2016-01-12,441.768157218,0.30225
2016-01-13,432.3106452367,0.30225
2016-01-14,429.8232247224,0.2669125
2016-01-15,367.8231998831,0.1741
2016-01-16,388.0712045587,0.21134999999999998
2016-01-17,382.4820864991,0.2057
2016-01-18,384.8651665693,0.20643333333333333
2016-01-19,378.1617250146,0.1973
2016-01-20,420.6229241683,0.22826666666666667
2016-01-21,409.2984596727,0.2566
2016-01-22,381.0464593805,0.2062
2016-01-23,386.3706025716,0.2169
2016-01-24,403.4469266511,0.23748333333333332
2016-01-25,391.9860973115,0.227
2016-01-26,391.1429351257,0.2253
2016-01-27,394.6275303741,0.2202111111111111
2016-01-28,378.9009956166,0.2011
2016-01-29,378.9999948229,0.1994
2016-01-30,377.2627790766,0.1865
2016-01-31,366.3416876096,0.1748
2016-02-01,371.2234350906,0.18313333333333334
2016-02-02,372.9276312098,0.18847
2016-02-03,368.0982066043,0.1812
2016-02-04,389.723081239,0.2034
2016-02-05,384.3984139831,0.20500000000000002
2016-02-06,374.6315555231,0.195
2016-02-07,375.1539175921,0.19544444444444445
2016-02-08,370.8143503273,0.19119999999999998
2016-02-09,373.5116128609,0.1912
2016-02-10,379.0826116306,0.199
2016-02-11,377.6391651081,0.2015
2016-02-12,382.2944564582,0.211
2016-02-13,389.5984324722,0.2253
2016-02-14,406.1506694915,0.2494
2016-02-15,399.267618647,0.2429
2016-02-16,407.0353094681,0.2562
2016-02-17,415.324113384,0.2695
2016-02-18,421.2896629819,0.2791
2016-02-19,419.6265285412,0.2753
2016-02-20,440.1957600818,0.3079
2016-02-21,438.7186126815,0.3051
2016-02-22,437.5352950941,0.3026
2016-02-23,420.0325926096,0.2738
2016-02-24,423.9951125073,0.28
2016-02-25,424.0908702513,0.2799
2016-02-26,431.7622419638,0.2921
2016-02-27,432.9478459965,0.2937
2016-02-28,433.1022627119,0.2932
2016-02-29,437.7758725891,0.2993
2016-03-01,432.8078671537,0.29
2016-03-02,423.0797893922,0.2736
2016-03-03,419.2688213326,0.2667
2016-03-04,407.9901542957,0.2468
2016-03-05,397.3144539451,0.2266
2016-03-06,403.7051874635,0.2387
2016-03-07,413.2293661601,0.2554
2016-03-08,411.4259532437,0.2521
2016-03-09,412.5407035067,0.2544
2016-03-10,416.3409286967,0.2607
2016-03-11,419.511934249,0.2659
2016-03-12,410.2641632963,0.2494
2016-03-13,411.8058824664,0.2521
2016-03-14,415.0269572764,0.2574
2016-03-15,415.2664002922,0.2576
2016-03-16,417.0241184687,0.2604
2016-03-17,418.6053638223,0.2627
2016-03-18,408.901587405,0.2453
2016-03-19,409.1244298656,0.2458
2016-03-20,412.0569538282,0.2511
2016-03-21,411.6017740503,0.2498
2016-03-22,416.5816538282,0.2582
2016-03-23,417.3782995324,0.2594
2016-03-24,413.5602399182,0.2522
2016-03-25,416.373243834,0.2568
2016-03-26,416.8230966686,0.2572
2016-03-27,425.454959848,0.2716
2016-03-28,422.9174468147,0.2667
2016-03-29,415.8638287551,0.2542
2016-03-30,412.7776977791,0.2486
2016-03-31,415.9568112215,0.254
2016-04-01,417.2006602572,0.2559
2016-04-02,419.763056692,0.2602
2016-04-03,420.0735789012,0.2605
2016-04-04,419.5407278784,0.2593
2016-04-05,422.5013644068,0.2641
2016-04-06,421.9071912332,0.2624
2016-04-07,421.4672200468,0.2599
2016-04-08,418.6434605494,0.2549
2016-04-09,418.7586353594,0.255
2016-04-10,421.9544885447,0.2597
2016-04-11,423.2730440094,0.2617
2016-04-12,427.4276645821,0.2682
2016-04-13,424.8725181181,0.2637
2016-04-14,425.8565949737,0.2652
2016-04-15,430.724418761,0.273
2016-04-16,432.2163130333,0.2752
2016-04-17,429.3399687317,0.2703
2016-04-18,429.6569336645,0.2706
2016-04-19,437.5687261835,0.2832
2016-04-20,442.6616533022,0.2908
2016-04-21,452.1647028054,0.3048
2016-04-22,448.1344213326,0.298
2016-04-23,453.914722969,0.3062
2016-04-24,463.3828714202,0.3197
2016-04-25,465.3160066628,0.3211
2016-04-26,469.6087645237,0.3261
2016-04-27,445.7411130918,0.2905
2016-04-28,451.0600617767,0.2984
2016-04-29,457.009965225,0.3069
2016-04-30,449.900484512,0.2959
2016-05-01,455.0107311514,0.303
2016-05-02,444.9330611923,0.2873
2016-05-03,451.6288503799,0.2975
2016-05-04,448.3679675628,0.2922
2016-05-05,449.3360724722,0.2935
2016-05-06,461.6938623612,0.3114
2016-05-07,461.3618424898,0.3105
2016-05-08,461.3788722969,0.3102
2016-05-09,463.4622316774,0.3128
2016-05-10,451.0796683226,0.2939
2016-05-11,453.8963052601,0.2978
2016-05-12,455.6072559322,0.3001
2016-05-13,457.2419026885,0.3023
2016-05-14,458.1195248393,0.3032
2016-05-15,460.8577206312,0.307
2016-05-16,455.2240773232,0.2985
2016-05-17,453.545777031,0.2935
2016-05-18,454.4861841029,0.2947
2016-05-19,437.724187142,0.2678
2016-05-20,442.3967992402,0.2751
2016-05-21,444.0782071888,0.2776
2016-05-22,440.5586688486,0.2718
2016-05-23,444.2050572764,0.2773
2016-05-24,445.6744549386,0.2795
2016-05-25,450.5495271771,0.2867
2016-05-26,454.4337223846,0.2922
2016-05-27,471.8201172998,0.3156
2016-05-28,530.910597896,0.3883
2016-05-29,527.5497124489,0.3825
2016-05-30,533.4931490357,0.3875
2016-05-31,530.9436928112,0.3831
2016-06-01,537.6136788428,0.3893
2016-06-02,538.7712431911,0.3887
2016-06-03,570.1759882525,0.4207
2016-06-04,574.2662016365,0.4237
2016-06-05,575.1376380479,0.4235
2016-06-06,585.8571490357,0.4322
2016-06-07,578.469240678,0.4241
2016-06-08,583.0975853302,0.4274
2016-06-09,577.1016997078,0.4207
2016-06-10,579.814993571,0.4224
2016-06-11,605.4495569842,0.4454
2016-06-12,670.3923743425,0.4949
2016-06-13,704.3217781414,0.5132
2016-06-14,684.9483194039,0.4979
2016-06-15,695.0014684395,0.502
2016-06-16,767.4200312683,0.5422
2016-06-17,750.0146339275,0.5296
2016-06-18,758.2887801286,0.5331
2016-06-19,766.767132671,0.5369
2016-06-20,722.497452367,0.5081
2016-06-21,669.6042046756,0.4689
2016-06-22,594.8329746347,0.4055
2016-06-23,627.67785564,0.4356
2016-06-24,664.1269856809,0.4652
2016-06-25,668.8726841029,0.4678
2016-06-26,630.4342421391,0.436
2016-06-27,652.2448077148,0.4538
2016-06-28,647.2187683811,0.4492
2016-06-29,638.5863456458,0.4418
2016-06-30,674.2848147282,0.4694
2016-07-01,677.5123857393,0.4711
2016-07-02,702.7393167738,0.4889
2016-07-03,662.5500859147,0.4579
2016-07-04,679.8424533606,0.4709
2016-07-05,668.1659812975,0.4609
2016-07-06,677.6513331385,0.4677
2016-07-07,640.0532361192,0.4369
2016-07-08,665.0517083577,0.4571
2016-07-09,651.9419140269,0.4455
2016-07-10,649.9593409702,0.4433
2016-07-11,650.2725946815,0.4429
2016-07-12,670.0231279953,0.4585
2016-07-13,658.333613384,0.4487
2016-07-14,660.9059601987,0.4505
2016-07-15,666.758671128,0.4549
2016-07-16,665.2756221508,0.4534
2016-07-17,681.0896019871,0.4649
2016-07-18,675.1185791935,0.4599
2016-07-19,674.6603603156,0.4586
2016-07-20,667.3053648743,0.4525
2016-07-21,666.8517393337,0.4519
2016-07-22,650.5629116306,0.4383
2016-07-23,657.3779429573,0.444
2016-07-24,661.3939798364,0.4462
2016-07-25,655.1195778492,0.4406
2016-07-26,654.6263391584,0.4398
2016-07-27,656.2751468732,0.4407
2016-07-28,656.1964533606,0.4404
2016-07-29,657.5575675044,0.4411
2016-07-30,655.3617301578,0.4389
2016-07-31,624.804487142,0.4121
2016-08-01,606.5092479252,0.3951
2016-08-02,526.9811483343,0.3087
2016-08-03,570.3470409117,0.3608
2016-08-04,583.5421580362,0.3741
2016-08-05,581.2798056692,0.3716
2016-08-06,590.7954029807,0.3817
2016-08-07,594.732324021,0.3855
2016-08-08,591.6292838691,0.3822
2016-08-09,587.9321382233,0.3785
2016-08-10,589.9687583285,0.3809
2016-08-11,589.5858846873,0.3806
2016-08-12,587.1916495617,0.378
2016-08-13,585.3635816482,0.376
2016-08-14,571.3870625365,0.3608
2016-08-15,566.5644413209,0.3556
2016-08-16,578.4149241379,0.3685
2016-08-17,573.6637444185,0.3633
2016-08-18,573.263191993,0.3628
2016-08-19,573.9584579193,0.3635
2016-08-20,581.7970701344,0.3708
2016-08-21,580.7921925774,0.3696
2016-08-22,584.9718977206,0.3739
2016-08-23,582.6277473992,0.3714
2016-08-24,578.7018316774,0.3672
2016-08-25,576.0334365868,0.3632
2016-08-26,578.8746534191,0.3661
2016-08-27,570.2009937463,0.3565
2016-08-28,575.1052325541,0.3619
2016-08-29,573.4292675628,0.3603
2016-08-30,575.695698422,0.3625
2016-08-31,572.2727583285,0.3582
2016-09-01,572.2217020456,0.3581
2016-09-02,576.8467673875,0.3631
2016-09-03,600.3744067797,0.3874
2016-09-04,610.5389133255,0.3971
2016-09-05,607.526964173,0.3938
2016-09-06,612.99545827,0.3986
2016-09-07,615.6598191116,0.4007
2016-09-08,630.5501720047,0.4141
2016-09-09,622.9778840444,0.4066
2016-09-10,624.7526404442,0.4079
2016-09-11,608.2466759205,0.3918
2016-09-12,607.707372706,0.3911
2016-09-13,608.6942963179,0.3914
2016-09-14,609.413087668,0.3919
2016-09-15,607.070262595,0.3893
2016-09-16,607.8064380479,0.3897
2016-09-17,607.3814496786,0.3891
2016-09-18,611.5334603156,0.393
2016-09-19,608.8713063121,0.3902
2016-09-20,608.3717486265,0.3888
2016-09-21,596.9457566335,0.3772
2016-09-22,595.56471654,0.3757
2016-09-23,602.3787849211,0.3826
2016-09-24,602.6873597312,0.383
2016-09-25,600.6100548802,0.3803
2016-09-26,606.7788106371,0.3863
2016-09-27,605.1516137347,0.3843
2016-09-28,604.6864943892,0.3837
2016-09-29,605.2025619521,0.3841
2016-09-30,608.8658407364,0.3876
2016-10-01,615.4084788428,0.3938
2016-10-02,611.7485783168,0.3901
2016-10-03,612.5903473992,0.3903
2016-10-04,610.0078813559,0.3872
2016-10-05,612.1477809468,0.389
2016-10-06,611.7608627703,0.3884
2016-10-07,617.9057051432,0.3942
2016-10-08,619.3010017534,0.3952
2016-10-09,617.1010413209,0.3929
2016-10-10,618.0852,0.3936
2016-10-11,642.9813872589,0.4158
2016-10-12,636.5979322034,0.4089
2016-10-13,635.4440953244,0.4075
2016-10-14,639.5860902981,0.4109
2016-10-15,637.283759322,0.4086
2016-10-16,642.9130425482,0.4134
2016-10-17,639.1375364699,0.409
2016-10-18,635.5765085915,0.4051
2016-10-19,629.6407080362,0.3992
2016-10-20,628.5989011105,0.398
2016-10-21,630.9062033898,0.3995
2016-10-22,654.508630976,0.4206
2016-10-23,651.9619567504,0.418
2016-10-24,650.0271671537,0.4157
2016-10-25,655.7925050847,0.4201
2016-10-26,675.1098693162,0.4354
2016-10-27,686.5233270602,0.4433
2016-10-28,690.3906549386,0.4457
2016-10-29,715.4454693162,0.4639
2016-10-30,699.3334109877,0.4513
2016-10-31,698.8977279953,0.4501
2016-11-01,730.5784800117,0.4725
2016-11-02,740.3670555231,0.4785
2016-11-03,689.939206955,0.4405
2016-11-04,705.4320166569,0.4521
2016-11-05,706.8193255698,0.4529
2016-11-06,715.8968797779,0.4593
2016-11-07,706.1812167738,0.4515
2016-11-08,711.8358465809,0.4549
2016-11-09,721.5015099357,0.4611
2016-11-10,713.4076156049,0.4545
2016-11-11,715.7033106371,0.4557
2016-11-12,703.8475511397,0.4464
2016-11-13,703.626435301,0.446
2016-11-14,705.6435841613,0.4471
2016-11-15,712.3471528346,0.4516
2016-11-16,742.0501175921,0.4716
2016-11-17,735.3180805377,0.4658
2016-11-18,749.578727294,0.475
2016-11-19,751.2138194039,0.4756
2016-11-20,730.3508136178,0.4605
2016-11-21,736.5069839275,0.4644
2016-11-22,747.9976779661,0.4716
2016-11-23,741.2403179427,0.4651
2016-11-24,737.354975979,0.4609
2016-11-25,739.6852001753,0.4622
2016-11-26,734.6529258913,0.4581
2016-11-27,727.7411158387,0.4526
2016-11-28,730.0824837522,0.4538
2016-11-29,731.6464357101,0.4546
2016-11-30,742.204451315,0.4616
2016-12-01,753.674910111,0.4688
2016-12-02,772.3023827294,0.4802
2016-12-03,766.1104681473,0.472
2016-12-04,766.3801390999,0.4718
2016-12-05,752.670726242,0.4617
2016-12-06,759.1173257744,0.4658
2016-12-07,764.9876500877,0.4692
2016-12-08,767.6592246347,0.4701
2016-12-09,771.9023210988,0.4725
2016-12-10,775.4745613092,0.4741
2016-12-11,770.4961504968,0.4703
2016-12-12,778.5065990649,0.475
2016-12-13,778.9306945646,0.4746
2016-12-14,776.9639614845,0.4726
2016-12-15,776.1767819988,0.4713
2016-12-16,782.2302158971,0.4747
2016-12-17,789.6029322034,0.479
2016-12-18,790.632966526,0.4789
2016-12-19,790.2790316774,0.4782
2016-12-20,799.7775207481,0.4833
2016-12-21,828.4836792519,0.4989
2016-12-22,858.5014339568,0.5141
2016-12-23,915.5624383402,0.5408
2016-12-24,891.1552720631,0.5275
2016-12-25,896.0032793103,0.5292
2016-12-26,903.2012466394,0.5318
2016-12-27,925.9508104617,0.5416
2016-12-28,979.9609739918,0.5638
2016-12-29,973.4625594389,0.5587
2016-12-30,961.1826581531,0.5516
2016-12-31,968.9705970193,0.5544
2017-01-01,997.2573579778,0.5656
2017-01-02,1017.07788609,0.5718
2017-01-03,1032.6090531853,0.5759
